Rank,Year,Title,Genre,Year_Rank,Note,,,,,,,,,,,,,,,,,,,,
961,2011,1Q84,Literature&Fiction,2011_61,,,,,,,,,,,,,,,,,,,,,
962,2011,Boomerang: Travels in the New Third World,Politics&SocialSciences,2011_62,,,,,,,,,,,,,,,,,,,,,
963,2011,Who Moved My Cheese,Business&SelfHelp,2011_63,,,,,,,,,,,,,,,,,,,,,
964,2011,"Strengths Based Leadership: Great Leaders,…",Business&SelfHelp,2011_64,,,,,,,,,,,,,,,,,,,,,
965,2011,Elder Scrolls V: Skyrim: Prima Official Game Guide,Reference,2011_65,,,,,,,,,,,,,,,,,,,,,
966,2011,N/A,#N/A,2011_66,NoData,,,,,,,,,,,,,,,,,,,,
967,2011,The Book Thief,Literature&Fiction,2011_67,,,,,,,,,,,,,,,,,,,,,
968,2011,"The 4-Hour Workweek: Escape 9-5, Live…",Business&SelfHelp,2011_68,,,,,,,,,,,,,,,,,,,,,
969,2011,"Oh, the Places You'll Go!  ",Children'sBooks,2011_69,,,,,,,,,,,,,,,,,,,,,
970,2011,Through My Eyes,Biographies&Memoirs,2011_70,,,,,,,,,,,,,,,,,,,,,
971,2011,The Land of Painted Caves (Earth's…,Literature&Fiction,2011_71,,,,,,,,,,,,,,,,,,,,,
972,2011,"The Social Animal: The Hidden Sources of Love,…",Politics&SocialSciences,2011_72,,,,,,,,,,,,,,,,,,,,,
973,2011,A Guide to the Project Management Body of…,Business&SelfHelp,2011_73,,,,,,,,,,,,,,,,,,,,,
974,2011,Guinness World Records 2012,Children'sBooks,2011_74,,,,,,,,,,,,,,,,,,,,,
975,2011,State of Wonder,Literature&Fiction,2011_75,,,,,,,,,,,,,,,,,,,,,
976,2011,A Visit from the Goon Squad,Literature&Fiction,2011_76,,,,,,,,,,,,,,,,,,,,,
977,2011,Prevent and Reverse Heart Disease: The…,HealthFitness&Dieting,2011_77,,,,,,,,,,,,,,,,,,,,,
978,2011,Harry Potter Paperback Box Set (Books 1-7),Teen&Youngadult,2011_78,,,,,,,,,,,,,,,,,,,,,
979,2011,Explosive Eighteen: A Stephanie Plum Novel…,Literature&Fiction,2011_79,,,,,,,,,,,,,,,,,,,,,
980,2011,The 7 Habits of Highly Effective Teens: The…,Business&SelfHelp,2011_80,,,,,,,,,,,,,,,,,,,,,
981,2011,"Delivering Happiness: A Path to Profits, Passion,…",Business&SelfHelp,2011_81,,,,,,,,,,,,,,,,,,,,,
982,2011,"The Lost Hero (Heroes of Olympus, Book 1)",Teen&Youngadult,2011_82,,,,,,,,,,,,,,,,,,,,,
983,2011,Room,Literature&Fiction,2011_83,,,,,,,,,,,,,,,,,,,,,
984,2011,Hotel on the Corner of Bitter and Sweet,Literature&Fiction,2011_84,,,,,,,,,,,,,,,,,,,,,
985,2011,The Tipping Point: How Little Things Can Make a…,Business&SelfHelp,2011_85,,,,,,,,,,,,,,,,,,,,,
986,2011,Emotional Intelligence 2.0,Business&SelfHelp,2011_86,,,,,,,,,,,,,,,,,,,,,
987,2011,Outliers: The Story of Success,Business&SelfHelp,2011_87,,,,,,,,,,,,,,,,,,,,,
988,2011,Forks Over Knives: The Plant-Based Way to Health,"Cookbooks,Food&Wine",2011_88,,,,,,,,,,,,,,,,,,,,,
989,2011,The Girl Who Played with Fire (Millennium Series),Literature&Fiction,2011_89,,,,,,,,,,,,,,,,,,,,,
990,2011,"Hungry Girl 300 Under 300: 300 Breakfast,…","Cookbooks,Food&Wine",2011_90,,,,,,,,,,,,,,,,,,,,,
991,2011,The Alchemist,Literature&Fiction,2011_91,,,,,,,,,,,,,,,,,,,,,
992,2011,Getting Things Done: The Art of Stress-Free…,Business&SelfHelp,2011_92,,,,,,,,,,,,,,,,,,,,,
993,2011,The Invention of Hugo Cabret,Children'sBooks,2011_93,,,,,,,,,,,,,,,,,,,,,
994,2011,"Now, Discover Your Strengths",Business&SelfHelp,2011_94,,,,,,,,,,,,,,,,,,,,,
995,2011,Drive: The Surprising Truth About What…,Business&SelfHelp,2011_95,,,,,,,,,,,,,,,,,,,,,
996,2011,Smokin' Seventeen (Stephanie Plum),Literature&Fiction,2011_96,,,,,,,,,,,,,,,,,,,,,
997,2011,"Moleskine Classic Notebook, Hard Cover, Large (5\ x 8.25\) Ruled/Lined, Black, 240 Pages",N/A,2011_97,NonBook,,,,,,,,,,,,,,,,,,,,
998,2011,The Big Short: Inside the Doomsday Machine,Politics&SocialSciences,2011_98,,,,,,,,,,,,,,,,,,,,,
999,2011,"Born to Run: A Hidden Tribe, Superathletes, and…",HealthFitness&Dieting,2011_99,,,,,,,,,,,,,,,,,,,,,
1000,2011,The Official Guide for GMAT Review,Reference,2011_100,,,,,,,,,,,,,,,,,,,,,
